city_state,lat,lng
"Montebello,New York",41.1317,-74.1135
"Carolina Shores,North Carolina",33.9077,-78.574
"Barnwell,South Carolina",33.2419,-81.3659
"East Merrimack,New Hampshire",42.8692,-71.4819
"Carmel Valley Village,California",36.4824,-121.7198
"South Tucson,Arizona",32.1955,-110.9692
"Blanchester,Ohio",39.2934,-83.9795
"Rockford,Minnesota",45.092,-93.7453
"Mount Ephraim,New Jersey",39.8805,-75.0918
"Argyle,Texas",33.1102,-97.1867
"Ocean Bluff-Brant Rock,Massachusetts",42.1006,-70.6626
"Vandercook Lake,Michigan",42.1917,-84.3855
"Post,Texas",33.191,-101.3814
"Rogersville,Tennessee",36.4081,-83.0043
"Hanamaulu,Hawaii",21.9953,-159.3494
"Elberton,Georgia",34.1063,-82.8705
"New Boston,Texas",33.4612,-94.4183
"Prospect,Kentucky",38.3471,-85.6103
"Boiling Springs,North Carolina",35.2522,-81.6636
"Dilworth,Minnesota",46.8795,-96.6985
"Estacada,Oregon",45.2986,-122.3337
"Neptune City,New Jersey",40.2005,-74.0333
"Blue Point,New York",40.7519,-73.0353
"Ellisville,Mississippi",31.5969,-89.2091
"Erwin,North Carolina",35.3226,-78.6733
"Montgomery,Georgia",31.9438,-81.1081
"Horseshoe Bay,Texas",30.5403,-98.3804
"Jackson,Louisiana",30.8346,-91.208
"Wapato,Washington",46.4437,-120.4215
"Fox River Grove,Illinois",42.1955,-88.2147
"Flourtown,Pennsylvania",40.1039,-75.2069
"Berryville,Virginia",39.1504,-77.9825
"Little Falls,New York",43.0452,-74.8566
"Florence,Mississippi",32.1557,-90.1225
"Lexington,Missouri",39.1798,-93.8694
"Galeville,New York",43.0868,-76.1871
"Running Springs,California",34.2104,-117.1147
"East Petersburg,Pennsylvania",40.1006,-76.3511
"Blackwood,New Jersey",39.7982,-75.0629
"Leonardtown,Maryland",38.3039,-76.6395
"Oconto,Wisconsin",44.8923,-87.8715
"Hollister,Missouri",36.6057,-93.2339
"Miami Heights,Ohio",39.1676,-84.7152
"Verona,Virginia",38.1937,-79.0082
"Westwood,Kentucky",38.4806,-82.6798
"Ashville,Ohio",39.7238,-82.9575
"Glendale,Colorado",39.7036,-104.9352
"Cornwall,Pennsylvania",40.2659,-76.4077
"Coarsegold,California",37.2401,-119.7021
"Staunton,Illinois",39.0116,-89.791
"Buhl,Idaho",42.5984,-114.7596
"South Brooksville,Florida",28.5243,-82.4159
"Waynesboro,Mississippi",31.6774,-88.6353
"Floyds Knobs,Indiana",38.3245,-85.8736
"Whiting,Indiana",41.6731,-87.4842
"Madison,Georgia",33.5793,-83.4758
"American Falls,Idaho",42.7828,-112.8541
"Lolo,Montana",46.7756,-114.1018
"Randleman,North Carolina",35.8165,-79.8066
"Grayson,Georgia",33.8904,-83.9576
"Centralia,Missouri",39.2105,-92.1342
"Westport,North Carolina",35.5103,-80.9783
"Raeford,North Carolina",34.9809,-79.2291
"Lake Darby,Ohio",39.9604,-83.2242
"Lindale,Georgia",34.1884,-85.1808
"Sauk Centre,Minnesota",45.736,-94.9523
"Squaw Valley,California",36.6997,-119.1995
"Granite Falls,Washington",48.0874,-121.9706
"Taylor Creek,Florida",27.2173,-80.7925
"Stone Park,Illinois",41.9033,-87.8805
"Lillington,North Carolina",35.4001,-78.8138
"Sunnyside,California",36.7294,-119.6945
"Stock Island,Florida",24.5658,-81.7351
"Piney,Arkansas",34.5024,-93.142
"Newton Falls,Ohio",41.1889,-80.9711
"Añasco,Puerto Rico",18.2861,-67.1409
"Greenacres,California",35.3831,-119.1184
"Gang Mills,New York",42.1534,-77.123
"Panther Valley,New Jersey",40.9078,-74.8412
"Evansdale,Iowa",42.4635,-92.2766
"Donora,Pennsylvania",40.1789,-79.8625
"Beecher,Illinois",41.35,-87.6172
"Weaverville,North Carolina",35.6963,-82.5585
"Farley,Kentucky",37.0405,-88.5734
"Smith Mills,Massachusetts",41.6432,-70.9922
"Pittsboro,North Carolina",35.7255,-79.1713
"North Kansas City,Missouri",39.1396,-94.5641
"Columbiana,Alabama",33.193,-86.6114
"Lake Tansi,Tennessee",35.8701,-85.0614
"Silverthorne,Colorado",39.6562,-106.0869
"Canastota,New York",43.0836,-75.7559
"Lexington,Washington",46.1899,-122.9125
"Clintonville,Wisconsin",44.6222,-88.7513
"Forsyth,Georgia",33.0352,-83.939
"Wood Village,Oregon",45.5358,-122.4205
"Diboll,Texas",31.1873,-94.7833
"Camanche,Iowa",41.7923,-90.277
"Mount Orab,Ohio",39.0293,-83.9267
"Seat Pleasant,Maryland",38.8952,-76.9016
"Folkston,Georgia",30.8392,-82.0073
"Dardanelle,Arkansas",35.2263,-93.1649
"Garwood,New Jersey",40.6513,-74.3231
"Butler,Missouri",38.2598,-94.3394
"Warm Mineral Springs,Florida",27.0472,-82.2702
"Sellersville,Pennsylvania",40.36,-75.3083
"Coopertown,Tennessee",36.4142,-86.9658
"Hummelstown,Pennsylvania",40.2657,-76.7126
"Auburn,Illinois",39.5763,-89.744
"Beaufort,North Carolina",34.73,-76.6493
"West Reading,Pennsylvania",40.3337,-75.947
"Jim Thorpe,Pennsylvania",40.8712,-75.7433
"Beavercreek,Oregon",45.2756,-122.5136
"Nassau Village-Ratliff,Florida",30.5108,-81.8089
"Mount Vernon,Iowa",41.9232,-91.4243
"Clarkdale,Arizona",34.7501,-112.0555
"Pascoag,Rhode Island",41.952,-71.7042
"Simonton Lake,Indiana",41.7478,-85.9657
"Hearne,Texas",30.877,-96.5956
"Perry,Oklahoma",36.2837,-97.3094
"Lake Montezuma,Arizona",34.6414,-111.796
"Hancock,Michigan",47.1367,-88.5979
"La Joya,Texas",26.2518,-98.4699
"Granite Hills,California",32.8033,-116.9056
"Cross Mountain,Texas",29.6559,-98.658
"Long Hill,Connecticut",41.3536,-72.0517
"California,Missouri",38.6303,-92.567
"Grant-Valkaria,Florida",27.9322,-80.5655
"Nowthen,Minnesota",45.3421,-93.4495
"Paulden,Arizona",34.8897,-112.4937
"Lajas,Puerto Rico",18.0431,-67.0574
"Charlotte Harbor,Florida",26.9629,-82.0571
"Summerside,Ohio",39.1187,-84.2861
"West Wendover,Nevada",40.7407,-114.0783
"Edenton,North Carolina",36.0579,-76.6008
"Menands,New York",42.691,-73.7271
"Mount Vernon,Missouri",37.105,-93.819
"Coldwater,Ohio",40.4828,-84.6321
"Jessup,Pennsylvania",41.4622,-75.5478
"Fremont,Michigan",43.4633,-85.9537
"Pilot Point,Texas",33.3949,-96.9497
"Lincoln Village,California",38.0054,-121.334
"New Roads,Louisiana",30.6959,-91.4537
"Bayside,Wisconsin",43.1827,-87.9017
"Dexter,Michigan",42.3319,-83.8803
"Buena,New Jersey",39.5282,-74.9448
"Barclay,New Jersey",39.9013,-75.0009
"Big Pine Key,Florida",24.6893,-81.3676
"Mountain Lakes,New Jersey",40.8907,-74.4406
"Holts Summit,Missouri",38.6472,-92.1142
"Mountain Grove,Missouri",37.1341,-92.266
"Fulton,Mississippi",34.2616,-88.4021
"Wolverine Lake,Michigan",42.555,-83.4883
"Viroqua,Wisconsin",43.5603,-90.8858
"Thiells,New York",41.2068,-74.0121
"Crestline,Ohio",40.7836,-82.7458
"Ranlo,North Carolina",35.2889,-81.1294
"Deer Park,Washington",47.9642,-117.4398
"Hartwell,Georgia",34.3496,-82.9289
"Madisonville,Texas",30.9538,-95.9091
"University,Mississippi",34.3655,-89.5379
"Roseburg North,Oregon",43.2662,-123.3477
"Narberth,Pennsylvania",40.0077,-75.2634
"Buffalo,Wyoming",44.3427,-106.7139
"Waimanalo Beach,Hawaii",21.3288,-157.6974
"Farmville,North Carolina",35.5951,-77.5907
"West Bay Shore,New York",40.6948,-73.2618
"Shannon Hills,Arkansas",34.6157,-92.4217
"Honesdale,Pennsylvania",41.5774,-75.2524
"Mosinee,Wisconsin",44.7874,-89.6839
"Gordon Heights,New York",40.8645,-72.9678
"Crooked River Ranch,Oregon",44.4242,-121.2757
"Greenville,Kentucky",37.2121,-87.178
"Castle Pines Village,Colorado",39.4418,-104.897
"Clearlake Riviera,California",38.9513,-122.7208
"Wrightwood,California",34.3495,-117.63
"Tazewell,Virginia",37.1268,-81.5134
"Chester,Maryland",38.9677,-76.2824
"Mullica Hill,New Jersey",39.727,-75.2194
"Breckenridge Hills,Missouri",38.7158,-90.3684
"Haughton,Louisiana",32.5277,-93.5041
"China Grove,North Carolina",35.572,-80.5791
"Hokes Bluff,Alabama",33.9902,-85.8639
"North Terre Haute,Indiana",39.537,-87.3653
"Ottawa,Ohio",41.0202,-84.0354
"Selmer,Tennessee",35.1708,-88.5955
"Paradise Hills,New Mexico",35.1981,-106.7023
"Brooktrails,California",39.4429,-123.3963
"Archbold,Ohio",41.5166,-84.3039
"Glassport,Pennsylvania",40.3261,-79.8861
"Fredericktown,Missouri",37.5644,-90.2988
"Rio Bravo,Texas",27.3648,-99.482
"Medina,Texas",26.9289,-99.2614
"Eldon,Missouri",38.3511,-92.5766
"Mount Hermon,Virginia",36.6716,-79.4202
"Newport,Vermont",44.9372,-72.209
"Ridge Manor,Florida",28.4988,-82.1832
"Tulia,Texas",34.5374,-101.7741
"Cutler,California",36.5247,-119.2889
"Eagar,Arizona",34.1056,-109.2961
"Emerald Lake Hills,California",37.4662,-122.2674
"Burnt Mills,Maryland",39.034,-76.9983
"Winona,Mississippi",33.4899,-89.728
"Bethel Manor,Virginia",37.0972,-76.4243
"Oak Grove,Tennessee",36.4222,-82.4293
"Broadmoor,California",37.6916,-122.4814
"Baxter Village,South Carolina",35.028,-80.9792
"North Plymouth,Massachusetts",41.9727,-70.6889
"Denver City,Texas",32.968,-102.8318
"Mystic,Connecticut",41.3562,-71.9546
"Marlow,Oklahoma",34.6296,-97.9578
"La Grange,Texas",29.9129,-96.8768
"Argo,Alabama",33.6963,-86.5063
"Jonesboro,Georgia",33.5211,-84.3548
"Lincoln Park,Colorado",38.4255,-105.2132
"Holiday City South,New Jersey",39.9533,-74.2367
"Boulevard Park,Washington",47.5137,-122.316
"Heritage Village,Connecticut",41.4855,-73.2349
"Wayland,Michigan",42.6725,-85.6408
"Palacios,Texas",28.7171,-96.2334
"Moxee,Washington",46.564,-120.3966
"Old Westbury,New York",40.7866,-73.5975
"Canton,North Carolina",35.5516,-82.8407
"Atlantic Highlands,New Jersey",40.4112,-74.0295
"Sullivan,Illinois",39.5951,-88.6084
"Newport,North Carolina",34.772,-76.8772
"Silver Lake,New Jersey",40.7804,-74.1829
"Beaver,Pennsylvania",40.6936,-80.3074
"Wahneta,Florida",27.9574,-81.7287
"Nikiski,Alaska",60.7152,-151.2317
"San Carlos,Arizona",33.35,-110.4654
"Bloomfield Hills,Michigan",42.578,-83.2456
"Larch Way,Washington",47.8429,-122.2528
"Perryville,Maryland",39.5737,-76.0668
"Scottdale,Pennsylvania",40.1034,-79.5898
"Ligonier,Indiana",41.4625,-85.5948
"Portola Valley,California",37.3711,-122.2202
"Thornwood,New York",41.1184,-73.7795
"McLoud,Oklahoma",35.4081,-97.099
"Barboursville,West Virginia",38.4067,-82.2964
"Soldotna,Alaska",60.4862,-151.0672
"Prairie du Sac,Wisconsin",43.292,-89.7353
"Lafayette,Oregon",45.2463,-123.1115
"Grape Creek,Texas",31.5817,-100.5474
"Hayfield,Virginia",38.7536,-77.1321
"Phoenix,Oregon",42.2749,-122.8154
"India Hook,South Carolina",35.0142,-81.0378
"Huntingdon,Tennessee",36.0052,-88.4181
"Ludlow,Kentucky",39.0904,-84.5498
"Hunters Creek Village,Texas",29.7715,-95.4987
"Pittsburg,Texas",32.9996,-94.9668
"Edgewood,Ohio",41.8783,-80.7461
"Summerville,Georgia",34.4788,-85.3491
"Armonk,New York",41.1319,-73.7138
"Phoenix Lake,California",38.0076,-120.309
"Minersville,Pennsylvania",40.6908,-76.2594
"Breese,Illinois",38.6138,-89.523
"Shackle Island,Tennessee",36.3775,-86.6168
"Devine,Texas",29.1456,-98.9049
"Woodmore,Maryland",38.9222,-76.781
"Harrogate,Tennessee",36.5752,-83.6462
"New Lexington,Ohio",39.716,-82.208
"Wyldwood,Texas",30.1299,-97.48
"Santa Bárbara,Puerto Rico",18.3954,-65.9172
"Armona,California",36.3166,-119.7054
"Wayzata,Minnesota",44.967,-93.516
"Lorane,Pennsylvania",40.2921,-75.8486
"Scott City,Missouri",37.2243,-89.536
"Bay Hill,Florida",28.4559,-81.5122
"Dewey-Humboldt,Arizona",34.5174,-112.2496
"Watseka,Illinois",40.7752,-87.7304
"Waverly,New York",42.0119,-76.5406
"La Verkin,Utah",37.2309,-113.2523
"Hallsville,Texas",32.5021,-94.57
"Louisville,Tennessee",35.8247,-84.0552
"Bagdad,Florida",30.5824,-87.0447
"Salinas,Puerto Rico",17.9778,-66.2962
"Rose Hill,Kansas",37.5702,-97.1361
"Belton,South Carolina",34.5237,-82.4938
"Ford City,California",35.1647,-119.4584
"Woodville,Florida",30.312,-84.2611
"Hebbronville,Texas",27.3251,-98.6857
"La Vale,Maryland",39.6625,-78.8229
"Mathis,Texas",28.0909,-97.817
"Crescent Springs,Kentucky",39.0553,-84.5787
"North Wilkesboro,North Carolina",36.1728,-81.139
"Vilonia,Arkansas",35.0807,-92.2088
"Falfurrias,Texas",27.2243,-98.1452
"Isle of Palms,South Carolina",32.8043,-79.7552
"Oak Valley,New Jersey",39.8055,-75.1589
"Wanamassa,New Jersey",40.2366,-74.0294
"Prescott,Wisconsin",44.7523,-92.7882
"Hamburg,Pennsylvania",40.5561,-75.9825
"Magnolia,New Jersey",39.8562,-75.0365
"Unalaska,Alaska",53.8984,-166.568
"Dawson,Georgia",31.7721,-84.4437
"Haleyville,Alabama",34.2331,-87.6175
"Wellington,Ohio",41.1613,-82.2255
"Spackenkill,New York",41.6547,-73.91
"Kewaskum,Wisconsin",43.5177,-88.2306
"Kaplan,Louisiana",30.006,-92.284
"West Laurel,Maryland",39.1134,-76.8924
"Scottsville,Kentucky",36.7544,-86.2053
"Huxley,Iowa",41.8965,-93.592
"Ivanhoe,California",36.3834,-119.22
"Suquamish,Washington",47.7238,-122.583
"Hampton,Iowa",42.742,-93.205
"Tarentum,Pennsylvania",40.6043,-79.7602
"Wadena,Minnesota",46.445,-95.1285
"El Jebel,Colorado",39.405,-107.0921
"Rogersville,Missouri",37.1148,-93.0742
"Adamsville,Alabama",33.6073,-86.974
"Georgetown,Ohio",38.8684,-83.8992
"Montauk,New York",41.0466,-71.9465
"North Braddock,Pennsylvania",40.4023,-79.8533
"Dyersville,Iowa",42.4818,-91.1178
"Pocomoke City,Maryland",38.0635,-75.5553
"Medford,Wisconsin",45.1365,-90.3436
"Chula Vista,Texas",28.6573,-100.422
"Friendship Heights Village,Maryland",38.9633,-77.0898
"Mauston,Wisconsin",43.7995,-90.0775
"Jasper,Florida",30.5061,-82.954
"Parker,Florida",30.1289,-85.6008
"Reedsport,Oregon",43.6983,-124.1121
"Sykesville,Maryland",39.3716,-76.9716
"Hunter,Ohio",39.494,-84.2852
"Huber Ridge,Ohio",40.0909,-82.9174
"Union Mill,Virginia",38.7978,-77.3815
"Normandy,Missouri",38.7071,-90.3009
"The College of New Jersey,New Jersey",40.2689,-74.7764
"Hometown,Illinois",41.7312,-87.7311
"Lamar,Missouri",37.4945,-94.2791
"Boalsburg,Pennsylvania",40.7783,-77.7734
"Pearl River,Mississippi",32.7889,-89.2384
"Pocola,Oklahoma",35.2455,-94.4775
"Arabi,Louisiana",29.9562,-89.9986
"Belleair,Florida",27.9365,-82.8114
"Caro,Michigan",43.4891,-83.4025
"Waverly,Nebraska",40.9111,-96.5341
"Denair,California",37.5254,-120.7974
"Shenandoah,Pennsylvania",40.8167,-76.2003
"Buckingham,Florida",26.6613,-81.7402
"Brittany Farms-The Highlands,Pennsylvania",40.269,-75.214
"Mount Olive,North Carolina",35.1997,-78.0662
"Whiteriver,Arizona",33.8358,-109.9616
"Waverly,Tennessee",36.0939,-87.7847
"Peotone,Illinois",41.3308,-87.7956
"Slatington,Pennsylvania",40.7543,-75.6114
"Malmstrom AFB,Montana",47.5059,-111.1825
"Farrell,Pennsylvania",41.2112,-80.4971
"Baldwin,Wisconsin",44.954,-92.3709
"Canton,Texas",32.5546,-95.8641
"Whiteland,Indiana",39.5505,-86.0739
"Nellis AFB,Nevada",36.2466,-115.0571
"Paintsville,Kentucky",37.8163,-82.8089
"Westville,New Jersey",39.8704,-75.1302
"Buchanan,Michigan",41.8283,-86.3656
"Saukville,Wisconsin",43.3847,-87.9439
"Rosedale,Washington",47.3452,-122.6369
"Winter Beach,Florida",27.712,-80.4254
"Nelsonville,Ohio",39.4561,-82.2211
"Chelan,Washington",47.8415,-120.0262
"Bradley Beach,New Jersey",40.2018,-74.0128
"National Harbor,Maryland",38.7876,-77.0113
"Esperance,Washington",47.7937,-122.3469
"Fayette,Alabama",33.6943,-87.8307
"Indian River Shores,Florida",27.7084,-80.3851
"French Island,Wisconsin",43.8593,-91.2614
"Wiggins,Mississippi",30.8557,-89.1386
"Danville,Pennsylvania",40.9615,-76.6121
"Ashdown,Arkansas",33.6746,-94.1265
"Medford Lakes,New Jersey",39.8581,-74.8053
"Woodruff,South Carolina",34.7421,-82.0371
"Gaylord,Michigan",45.0208,-84.6809
"Highland Beach,Florida",26.4087,-80.0661
"Sinking Spring,Pennsylvania",40.3242,-76.0235
"Lonoke,Arkansas",34.7906,-91.9072
"Chalfont,Pennsylvania",40.2893,-75.2095
"Anna,Illinois",37.4612,-89.2388
"Middleville,Michigan",42.7138,-85.4693
"Euharlee,Georgia",34.1441,-84.9327
"Osawatomie,Kansas",38.5063,-94.9486
"Forest City,Iowa",43.257,-93.6366
"Singac,New Jersey",40.8849,-74.2431
"Bristow,Oklahoma",35.8336,-96.3944
"Sharpsville,Pennsylvania",41.2595,-80.4813
"Fayetteville,New York",43.0308,-75.9984
"West Peoria,Illinois",40.697,-89.6399
"Sparta,Michigan",43.1571,-85.7106
"Southside,Arkansas",35.7149,-91.6328
"Helena Valley Northeast,Montana",46.6974,-111.9428
"Boyertown,Pennsylvania",40.3322,-75.6375
"Sullivan,Indiana",39.0973,-87.4074
"Forty Fort,Pennsylvania",41.2846,-75.869
"Mount Pleasant,Pennsylvania",40.1509,-79.5434
"Larksville,Pennsylvania",41.2639,-75.9327
"Elmira Heights,New York",42.1267,-76.8254
"Russell,Kansas",38.8874,-98.8514
"Laureldale,Pennsylvania",40.3897,-75.9134
"Greenfield,Ohio",39.3536,-83.3883
"Fort McKinley,Ohio",39.8027,-84.246
"Holly Ridge,North Carolina",34.4953,-77.527
"Geneva,Alabama",31.0437,-85.8763
"Greencastle,Pennsylvania",39.7907,-77.7267
"Samoset,Florida",27.4764,-82.543
"Ho-Ho-Kus,New Jersey",41.0001,-74.0972
"Jacksonwald,Pennsylvania",40.3279,-75.8414
"Eastwood,Louisiana",32.5607,-93.5625
"Aldan,Pennsylvania",39.9224,-75.2881
"Newport,South Carolina",34.9833,-81.0992
"Fox Farm-College,Wyoming",41.1105,-104.7871
"Herricks,New York",40.7567,-73.6635
"Paxton,Illinois",40.4563,-88.102
"Sheffield,Ohio",41.4559,-82.0912
"Mount Olive,Alabama",33.6778,-86.8727
"Fetters Hot Springs-Agua Caliente,California",38.3274,-122.4871
"University Center,Virginia",39.0599,-77.4443
"Springville,New York",42.5084,-78.6696
"Ashburn,Georgia",31.7096,-83.6528
"Broken Bow,Oklahoma",34.0292,-94.7426
"Spring Valley Village,Texas",29.7898,-95.5041
"Charleroi,Pennsylvania",40.1384,-79.9002
"Bethel,Washington",47.4874,-122.6175
"Aumsville,Oregon",44.8462,-122.87
"Lyons,Georgia",32.2062,-82.3215
"Mills,Wyoming",42.8473,-106.383
"Spindale,North Carolina",35.3597,-81.9232
"Moon Lake,Florida",28.2993,-82.605
"Cannon Falls,Minnesota",44.5122,-92.9034
"Ellenville,New York",41.7009,-74.3609
"Jacksboro,Texas",33.2256,-98.1594
"Kutztown,Pennsylvania",40.5212,-75.7772
"Shallotte,North Carolina",33.9768,-78.3803
"Venersborg,Washington",45.786,-122.4721
"Lawrenceville,Illinois",38.7264,-87.6873
"Le Sueur,Minnesota",44.4702,-93.9026
"Lincoln,North Dakota",46.7688,-100.6978
"Comanche,Texas",31.9005,-98.6043
"Suncoast Estates,Florida",26.7123,-81.8684
"Rockwell,Arkansas",34.4636,-93.134
"Clarion,Pennsylvania",41.2106,-79.3803
"Amity Gardens,Pennsylvania",40.2718,-75.7321
"Chariton,Iowa",41.0175,-93.3097
"Freeburg,Illinois",38.4397,-89.9169
"Hutchinson Island South,Florida",27.3243,-80.2425
"Trenton,Tennessee",35.9689,-88.945
"Monte Vista,Colorado",37.5789,-106.1499
"Bellville,Texas",29.9472,-96.2598
"Apison,Tennessee",35.0104,-85.0142
"Longview Heights,Washington",46.1794,-122.9568
"Candelaria Arenas,Puerto Rico",18.4175,-66.2203
"Brownsville,Louisiana",32.4883,-92.1619
"Aguilita,Puerto Rico",18.0284,-66.533
"Akwesasne,New York",44.9647,-74.6664
"Laguna Beach,Florida",30.2549,-85.9512
"McGovern,Pennsylvania",40.2362,-80.2268
"Florida,Puerto Rico",18.3643,-66.5611
"Wamego,Kansas",39.2054,-96.3099
"Jefferson,Iowa",42.0173,-94.3799
"Sunset Beach,North Carolina",33.892,-78.5107
"East Village,Connecticut",41.3612,-73.1845
"Pantops,Virginia",38.0316,-78.4437
"Slaughterville,Oklahoma",35.091,-97.2881
"Battle Mountain,Nevada",40.6299,-116.9518
"West Jefferson,Ohio",39.9475,-83.3076
"Sebring,Ohio",40.9207,-81.0231
"Franklin,North Carolina",35.1798,-83.3809
"Church Point,Louisiana",30.4037,-92.2145
"Holloman AFB,New Mexico",32.8483,-106.0998
"De Motte,Indiana",41.1988,-87.1973
"Cedar Knolls,New Jersey",40.8199,-74.4551
"Columbus,Minnesota",45.2685,-93.0809
"Cold Spring,Minnesota",45.457,-94.4297
"Farmers Loop,Alaska",64.9061,-147.6957
"Surfside Beach,South Carolina",33.6093,-78.9772
"Country Lake Estates,New Jersey",39.9486,-74.5409
"Jasper,Georgia",34.471,-84.4497
"Lisbon Falls,Maine",44.0086,-70.0571
"Belfair,Washington",47.4495,-122.8487
"Imbéry,Puerto Rico",18.4371,-66.5566
"Morgan,Utah",41.0414,-111.6802
"Lake Panasoffkee,Florida",28.785,-82.1258
"Saxon,South Carolina",34.9616,-81.9713
"Pipestone,Minnesota",43.9958,-96.3117
"University Gardens,New York",40.7752,-73.7281
"Cherry Grove,Ohio",39.0802,-84.322
"Dimmitt,Texas",34.5324,-102.3111
"Broadway,Virginia",38.6083,-78.8016
"Algonac,Michigan",42.6207,-82.5339
"Chattanooga Valley,Georgia",34.9241,-85.3431
"Dallastown,Pennsylvania",39.8996,-76.641
"Park Rapids,Minnesota",46.9169,-95.0576
"Newport,Minnesota",44.8743,-92.9975
"Danielson,Connecticut",41.8086,-71.8854
"Fairway,Kansas",39.0245,-94.6287
"Grafton,North Dakota",48.4142,-97.4056
"Jersey Shore,Pennsylvania",41.2012,-77.2666
"McMurray,Pennsylvania",40.2815,-80.0874
"Fruit Hill,Ohio",39.0699,-84.367
"Shelbyville,Illinois",39.4097,-88.8005
"Nashville,Arkansas",33.9418,-93.8516
"Garden Ridge,Texas",29.6379,-98.2927
"Marseilles,Illinois",41.3099,-88.685
"Clay Center,Kansas",39.3812,-97.1276
"Waverly,Ohio",39.1256,-82.9836
"Pittsfield,Illinois",39.6201,-90.7936
"Bowling Green,Missouri",39.3447,-91.2032
"Valley Grande,Alabama",32.4862,-87.0305
"Monongahela,Pennsylvania",40.1955,-79.9222
"Roebling,New Jersey",40.1167,-74.7775
"Harbour Heights,Florida",26.9928,-82.0072
"Edinburgh,Indiana",39.3509,-85.9625
"Forest Oaks,North Carolina",35.9889,-79.7079
"Brookfield,Missouri",39.7853,-93.0772
"Level Green,Pennsylvania",40.3902,-79.7215
"Walton Park,New York",41.3142,-74.2237
"Roosevelt Park,Michigan",43.1982,-86.2733
"Jourdanton,Texas",28.9141,-98.5409
"Shrewsbury,New Jersey",40.3249,-74.06
"Harbison Canyon,California",32.8273,-116.8381
"Captain Cook,Hawaii",19.4995,-155.8937
"Jonesboro,Louisiana",32.2348,-92.7098
"Red Oaks Mill,New York",41.6517,-73.8748
"Akron,Pennsylvania",40.158,-76.2031
"Hugoton,Kansas",37.1745,-101.3447
"Swanton,Ohio",41.5839,-83.888
"Kildeer,Illinois",42.183,-88.0488
"Bonsall,California",33.2764,-117.1941
"New Lebanon,Ohio",39.744,-84.3943
"Whitesboro,Texas",33.6612,-96.9022
"Lansford,Pennsylvania",40.8331,-75.8848
"Wolf Lake,Michigan",43.2451,-86.1074
"Clarcona,Florida",28.6268,-81.4979
"Lowell,Michigan",42.9351,-85.3457
"Lambertville,New Jersey",40.3687,-74.943
"Lockeford,California",38.1508,-121.1554
"Maeser,Utah",40.4718,-109.5786
"Linden,Michigan",42.8194,-83.7811
"Friona,Texas",34.6394,-102.723
"Winnfield,Louisiana",31.924,-92.6425
"Falls City,Nebraska",40.0623,-95.5989
"Montesano,Washington",47.0102,-123.5857
"Scott City,Kansas",38.4789,-100.9031
"Caldwell,Texas",30.5307,-96.7007
"Sherman,Illinois",39.8876,-89.6066
"Rice Lake,Minnesota",46.8977,-92.1137
"Whiteman AFB,Missouri",38.7302,-93.5589
"Carlisle,Iowa",41.5118,-93.495
"Chagrin Falls,Ohio",41.4319,-81.3887
"Garden City South,New York",40.712,-73.6607
"Pinehurst,Texas",30.1889,-95.7017
"Goodview,Minnesota",44.0692,-91.7166
"Penn Estates,Pennsylvania",41.0346,-75.2417
"Sparta,Illinois",38.1513,-89.7185
"St. James,Maryland",39.5738,-77.7482
"Walhalla,South Carolina",34.7705,-83.0615
"Mirrormont,Washington",47.4616,-121.9937
"Indian Mountain Lake,Pennsylvania",41.0003,-75.5058
"Jena,Louisiana",31.6914,-92.1298
"Fenton,Missouri",38.5279,-90.4488
"West Milwaukee,Wisconsin",43.0124,-87.971
"Green Oaks,Illinois",42.2954,-87.9115
"Mississippi State,Mississippi",33.4516,-88.7912
"Niwot,Colorado",40.098,-105.1552
"Highland Lakes,New Jersey",41.1716,-74.4643
"Enon,Virginia",37.3273,-77.3195
"Trent Woods,North Carolina",35.081,-77.0945
"Otsego,Michigan",42.4576,-85.698
"Riverdale,New Jersey",40.9921,-74.3125
"Longbranch,Washington",47.2257,-122.7739
"Pinetop-Lakeside,Arizona",34.1486,-109.9657
"Lake San Marcos,California",33.1197,-117.209
"Reiffton,Pennsylvania",40.3126,-75.8663
"Wellsville,Utah",41.6223,-111.943
"Ovilla,Texas",32.5352,-96.8895
"Maytown,Pennsylvania",40.0791,-76.5791
"North Muskegon,Michigan",43.2517,-86.2715
"Lathrup Village,Michigan",42.4921,-83.2273
"Northwest Harwich,Massachusetts",41.6917,-70.1026
"Hazlehurst,Georgia",31.8651,-82.5994
"Williamston,South Carolina",34.6194,-82.4794
"Tierra Verde,Florida",27.6687,-82.7299
"Saw Creek,Pennsylvania",41.1197,-75.0465
"Mulberry,Ohio",39.1975,-84.2511
"Brookdale,South Carolina",33.5183,-80.8332
"San Carlos,Texas",26.2957,-98.0631
"Marine City,Michigan",42.7137,-82.5012
"Point Pleasant,West Virginia",38.853,-82.1303
"Placitas,New Mexico",35.3226,-106.4437
"Oronoque,Connecticut",41.2527,-73.1089
"Kutztown University,Pennsylvania",40.5103,-75.7851
"Metamora,Illinois",40.7951,-89.3672
"Chester,New York",41.357,-74.2768
"Taylor,Arizona",34.4393,-110.1018
"Throop,Pennsylvania",41.4382,-75.5927
"North East,Maryland",39.6076,-75.9414
"Wingate,North Carolina",34.9859,-80.448
"Rising Sun-Lebanon,Delaware",39.1,-75.5047
"Brookland,Arkansas",35.8991,-90.5767
